No.,Company_ID,Proposal_ID,Urusetia ID,Panel ID,need_statement,storyline,theme,concept,originality,structure,storytelling,objective,props,impact,value_added,comment,Timestamp
99,,15,,973,Ya,9,9,8,9,8,8,8,8,8,8,Idea dan penceritaan yang sangat baik untuk 30 episod. Konflik kekeluargaan yang boleh menambah dinamik cerita. Ada mesej positif dan nilai-nilai agama yang cuba disampaikan kepada penonton.,07/07/2022 11:05:53
100,,19,,997,Ya,9,9,8,10,9,9,8,9,8,8,Premis cerita mudah difahami dan mampu mengikat audien dengan elemen `cinta' yang terarah kepada aspek syariah.  Ada lokasi di lur negara Jogjakarta),07/07/2022 11:33:09
101,,19,,998,Ya,8,8,8,8,8,8,8,7,7,7,"Tema dan cerita yang ""simple"" tetapi menarik kerana menekankan kepada cinta kerana agama. Point utama semuanya berbalik kepada agama, sebagai hamba kita perlu redha. Diharapkan apa yang disampaikan sewaktu sesi pitching dapat direalisasikan dengan jayanya.",07/07/2022 11:35:00
102,,19,,973,Ya,8,8,8,8,9,8,9,8,9,8,"Idea dan penceritaan serta konsep percintaan islamik yang cuba dibawa dalam cerita ini sangat menarik. Cerita ini juga ada elemen surprise, plot utama dan sub plot yang disusun sesuai untuk drama 30 episod.",07/07/2022 11:35:29
103,,139,,973,Ya,5,5,5,5,5,5,4,5,5,4,"Drama ini mengangkat isu-isu yang berat seperti LGBT, anak luar nikah dan sisi gelap masyarakat. Tidak sesuai untuk dipertimbangkan ke proses seterusnya.",07/07/2022 11:54:57
104,,139,,997,Ya,9,8,8,7,9,8,7,7,5,7,"Premise cerita dan treatment ada kelainan, tetapi pemaparan isu-isu yang bersifat taboo dalam masyarakat akan memberi impak yang negatif kepada audien yang belum matang",07/07/2022 11:55:25
105,,139,,998,Tidak,5,4,4,4,5,5,5,5,5,4,"Kekhuatiran saya selaku panel ialah kerana isu yang diketengahkan terlalu berat dan amat sensitif iaitu pekerjaan di lorong, anak lorong, bapa ayam, pelacuran, anak luar nikah dan lain-lain yang merupakan isu keruntuhan akhlak. Sememangnya kurang sesuai untuk tayangan RTM.",07/07/2022 11:56:00
106,,174,,973,Ya,9,8,8,9,8,8,8,8,8,8,"Idea dan penceritaan yang sangat menarik, ada kelainan. Struktur cerita, plot utama dan sub plot juga berjaya dikembangkan dengan baik untuk drama bersiri 30 episod. Ada mesej pendidikan dan kekeluargaan juga nilai-nilai murni.",07/07/2022 12:13:08
107,,174,,997,Ya,9,9,9,10,9,9,9,9,10,9,Premise cerita menarik mengenai pesakit dementia dan impak kepada orang-orang terdekat. Storyline perlu ditambah dengan elemen dramatik dan nilai `kemanusiaan' sejagat.,07/07/2022 12:13:12
108,,174,,998,Ya,8,8,8,8,8,8,8,8,8,8,"Idea yang rare. Majoriti masyarakat kita mungkin tidak memahami atau tidak mengetahui tentang dementia atau alzheimer. Boleh menjadi sebuah drama yang baik sekiranya dapat diberikan panduan lengkap berkaitan dementia atau alzheimer. Di samping penonton terhibur menonton, penonton juga dibekalkan dengan ilmu pengetahuan untuk berhadapan dengan mereka yang mempunyai dementia atau alzheimer. Saya percaya drama boleh membantu memberi ilmu yang baik kepada para penonton.",07/07/2022 12:14:34
109,,181,,973,Ya,7,7,7,7,7,7,7,7,8,6,Idea dan penceritaan yang sederhana sahaja. Tiada kelainan daripada segi konsep dan konflik yang cuba diterapkan.,07/07/2022 12:27:17
110,,181,,998,Ya,6,6,6,6,6,6,6,6,6,6,"Idea dan tema yang ""cliche."" Tiada banyak idea baharu dan segar.",07/07/2022 12:28:43
111,,181,,997,Ya,7,7,6,7,7,6,7,7,6,6,"Konsep dan premise cerita yang klise, tiada elemen2 dramatik dan treatment keseluruhan yang hambar.",07/07/2022 12:29:17
112,,205,,998,Ya,5,5,5,5,5,5,5,5,5,5,"Idea dan tema yang ""cliche"" tentang dunia gangster, dadah, kehidupan sosial dan lain-lain sikap negatif. Perkembangan plot dan konflik juga adalah terlalu biasa dan mempunyai persamaan dengan drama yang banyak disiarkan di tv.",07/07/2022 12:44:03
113,,205,,973,Ya,6,6,5,6,6,6,6,6,6,5,"Idea cerita, penceritaan dan konsep cerita ini tidak sesuai dengan Garis Panduan sedia ada. Karakter gangter yang cuba diangkat itu boleh memberi mesej yang salah kepada penonton terutamanya kepada generasi muda.",07/07/2022 12:47:08
114,,205,,997,Ya,8,8,7,7,7,7,7,6,6,6,"Story premise seperti yang terdapat dalam filem-filem barat, walaupun mempunyai nilai-nilai pendidikan, menggunakan pengaruh ganstersm dalam perkembangan cerita belum dapat dihadam oleh penonton di Malaysia.",07/07/2022 12:48:09
115,,208,,998,Ya,5,5,5,5,5,5,5,5,5,5,"Idea dan tema terlalu ""cliche."" Tiada ""selling point"" kerana confirm para penonton dan penggemar drama akan memberikan feedback...balik-balik cerita dan kisah yang sama, sangat stereotype.",07/07/2022 12:58:08
116,,208,,997,Ya,8,7,7,7,7,8,7,6,7,6,Storyline dan treatment yang klise,07/07/2022 13:01:53
117,,208,,973,Ya,7,6,7,6,7,6,7,6,6,6,Idea dan penceritaan yang terlalu klise/sederhana sahaja. Tiada kelainan.,07/07/2022 13:02:20
118,,211,,998,Ya,5,5,5,5,5,5,5,5,5,5,Idea dan tema yang sama seperti drama-drama biasa yang dipertontonkan di kaca-kaca tv.,07/07/2022 13:12:29
119,,211,,997,Ya,8,7,7,6,8,7,7,7,6,6,Premis cerita dan tratment yang klise,07/07/2022 13:14:02
120,,211,,973,Ya,7,7,7,7,7,7,7,7,6,6,Idea dan penceritaan yang sederhana sahaja. Tiada kelainan. Plot utama dan sub plot tidak cukup untuk dikembangkan sehingga 30 episod.,07/07/2022 13:14:26
121,,235,,998,Ya,8,8,8,8,8,8,8,8,8,8,Cuba mempromosi pendermaan organ dalam kalangan masyarakat kerana kesedaran yang masih terlalu rendah. Diharapkan drama ini berjaya mengubah stigma masyarakat dan berjaya membuka mata dan minda masyarakat untuk sukarela menjadi penderma organ.,07/07/2022 13:22:08
122,,235,,973,Ya,8,8,8,9,8,8,8,8,8,9,Cerita dan penceritaan yang baik. Penulis melakukan kajian dan penyelidikan tentang ilmu perubatan. Cerita ini mempromosi tentang derma organ. ,07/07/2022 13:25:02
123,,235,,997,Ya,10,9,9,10,9,9,9,9,10,10,"Premis cerita ada kelainan, bergantung kepada treatment, program ini cuba memberi kelainan.",07/07/2022 13:31:14
124,,342,,973,Ya,7,8,7,7,7,7,7,7,7,6,Idea dan penceritaan agak baik namun ia adalah isu yang klise yang sering diangkat sebelum ini.,07/07/2022 13:37:18
125,,342,,998,Ya,7,8,8,8,8,8,7,7,8,8,Idea dan tema walaupun biasa tetapi tumpuan lebih kepada waris banduan. Diharapkan produksi dapat memberikan impak dan mesej yang berbeza kepada penonton.,07/07/2022 13:40:03
126,,342,,997,Ya,7,6,7,6,7,6,7,6,7,6,"Premis cerita klise, treatment dan elemen dramatik tidak jelas.",07/07/2022 13:40:46
127,,420,,980,Ya,8,7,9,8,7,8,7,9,8,9,perkembangan jalan cerita / approach perlu lebih menarik serta bersesuaian dengan siaran jajaran bulan ramadan . Watak perwatakan perlu diperkembangkan dengan baik dengan nilai-nilai budaya bersesuaian dgn imej islam reopah dan ada budaya resam islam melayu / Malaysia.,07/07/2022 09:44:11
128,,420,,935,Ya,8,8,8,8,8,8,8,7,8,8,Memberi aspek penceritaan yang berbeza bagi drama yang disiarkan khusus pada bulan Ramadan dan berupaya menarik minat generasi muda menonontonnya. Ia turut memaparkan perjuangan dan cabaran hidup yang terpaksa ditempuhi di rantau orang di samping mengekalkan adab dan aspek kerohanian.,07/07/2022 09:44:23
129,,420,,952,Ya,8,8,8,8,8,8,8,8,8,8,"-cadangan lokasi penggambaran di Belgium.  
- 25 episod dicadangkan di Belgium
- struktur cerita jelas dan memiliki konflik yang kuat untuk sustain dlam 30 episod drama khas.  Ada kelainan dengan menggunakan latar negara minoriti Islam (Belgium) untuk paparkan nilai-nilai dan cabaran bulan ramadan dalam cerita ini.
- boleh ditambah baik konflik dan karakter watak serta watak sekiranya diangkat untuk perolehan.
-cadangan cerita inspirasi seperti drama squid game
",07/07/2022 09:44:27
130,,439,,952,Ya,5,7,7,7,5,5,7,6,6,5,"- Struktur cerita, Konflik , plot dan sub plot cerita tidak jelas.   Tidak menyakinkan untuk diterbitkan bagi drama khas 30 episod.
- idea cerita biasa berlatarkan lokasi kampung dan bandar kecil.
",07/07/2022 09:59:31
131,,439,,935,Ya,6,7,7,7,6,6,6,7,6,6,Tema dan konsep cerita yang sederhana menarik. Tidak di sokong dengan plot dan sub-plot penceritaan yang kuat dan jelas untuk mampu menarik perhatian penonton ke episod seterusnya serta kesesuaian tema untuk drama khas sempena Ramadan. ,07/07/2022 10:00:11
132,,439,,980,Ya,6,7,8,8,5,7,7,7,7,5,"Perlu ada nilai tambah yang jelas kepada konsep dan jalan penceritaan. Idea ada tetapi tidak diperjelaskan dengan menarik terhadap perkembangan plot dan sub plot dalam menimbulkan jalan cerita yang menarik yg seharusnya ada konflik dalam babak-babak tertentu. Pertemuan 2 kembar adalah biasa, tetapi naluri keinginan dan azam serta niat baik/jahat mereka membuat cerita ini akan jadi berbeza dan menarik.",07/07/2022 10:01:30
133,,486,,952,Ya,5,5,5,5,5,5,5,5,5,5,"- struktur cerita, konflik dan plot cerita tidak kuat untuk sebuah drama 30 episod.
- idea dan premis cerita klise.",07/07/2022 10:14:57
134,,486,,935,Ya,7,7,7,8,7,7,7,7,7,7,Tema yang biasa namun perlu digarap dengan teliliti kerana membabitkan isu sensitiviti berkaitan agama.,07/07/2022 10:15:47
135,,486,,980,Ya,8,8,9,9,7,9,9,8,8,6,"cerita cliche, garapan cerita agak kurang dan tiada impak jelas. lebih kepada hubungan rakan sekampung dan keluarga. penggunaan adat budaya terutama beragama perlu diteliti dengan baik agar tidak menimbulkan konflik keagamaan. ",07/07/2022 10:15:52
136,,489,,952,Ya,4,4,4,4,4,4,4,4,4,4,"- Premis cerita klise.
- cerita, konflik dan plot tidak jelas dan tidak kuat untuk sustain bagi drama khas 30 episod x 60 minit.
-genre komedi ringan.",07/07/2022 10:30:13
137,,489,,935,Ya,8,7,7,7,6,7,7,8,8,7,Sederhana menarik dari aspek penceritaan yang berkonsepkan komedi.,07/07/2022 10:31:12
138,,489,,980,Ya,3,7,7,9,6,7,7,7,7,7,"Ada Komedi, unsur kekeluargaan dan hubungan rakan. Cuma tidak jelas off period time dan konflik penceritaan agak cliche dan mendatar. perlu suntikan penambahbaikan dari segi watak perwatakan.",07/07/2022 10:31:27
139,,500,,980,Ya,9,9,8,9,8,9,9,8,9,9,Menarik. Latar penceritaan perlu diperkemaskan sesuai untuk bulan ramadan,07/07/2022 10:43:20
140,,500,,952,Ya,7,8,8,7,7,7,8,7,8,7,"- Premis cerita klise .
- struktur, konflik dan plot cerita biasa dan tiada kelainan.  Masih boleh ditambah baik sekiranya diangkat untuk perolehan",07/07/2022 10:46:40
141,,500,,935,Ya,9,8,8,8,9,9,8,8,8,8,Memiliki plot cerita yang menarik walaupun dengan tema yang sudah biasa ditampilkan dan memiliki nilai pengajaran yang baik.,07/07/2022 10:46:42
142,,558,,952,Ya,8,8,8,8,8,8,8,8,8,8,"- latar cerita 30% di Indonesia
- cerita, struktur cerita dan konflik masih boleh ditambah baik sekiranya diangkat untuk perolehan
- ada elemen perkongsian budaya indonesia dan Malaysia.",07/07/2022 11:02:40
143,,558,,980,Ya,9,9,9,9,9,9,9,9,10,10,"Menarik. Gabungan plot dan Sub Plot yang ada mise n scene yang melibatkan nilai kekeluargaan, persahabatan dan kasih sayang. Penceritaan jelas dan sesuai untuk tanyangan bulan Ramadan. Di Sokong",07/07/2022 11:03:17
144,,558,,935,Ya,9,9,9,9,9,8,9,9,9,9,"Garapan storyline yang menarik, nilai-nilai positif serta komersial.",07/07/2022 11:05:13
145,,569,,952,Ya,7,7,7,7,7,7,7,7,7,7,"- premis cerita biasa tiada kelainan.
- cerita, konflik, strukrutur dan plot tidak kuat untuk sustain bagi penerbitan drama 30 episod x 60 minit.",07/07/2022 11:18:54
146,,569,,980,Ya,8,8,7,8,7,7,7,8,8,7,"cliche, jalan penceritaan biasa dan mendatar, tiada plot dan sub plot yang benar benar mendatangkan impak dan klimak jalan penceritaan dah boleh agak oleh penonton",07/07/2022 11:19:01
147,,569,,935,Ya,7,6,6,7,7,6,7,6,6,6,Sederhana menarik. Kisah dan konflik kekeluargaan yang sudah acapkali diketengahkan dalam drama tempatan.,07/07/2022 11:19:11
148,,601,,952,Ya,7,8,7,8,7,7,8,8,8,7,"- premis cerita biasa 
- cerita, konflik, struktur dan plot masih boleh ditambah baik untuk disesuaikan dengan tema khas ramadan sekiranya diangkat untuk perolehan.
- latar lokasi 20 peratus di Australia.",07/07/2022 11:36:47
149,,601,,935,Ya,9,8,9,9,8,9,9,9,9,8,Memiliki daya tarikan dari aspek plot penceritaan dan nilai kekeluargaan yang ingin disampaikan. ,07/07/2022 11:37:15
150,,601,,980,Ya,8,8,9,8,9,9,8,9,8,9,"Jalan cerita yang menarik dan mempunyai konflik dan plot - plot yang berbeza dengan cara garapan watak dan perwatakan. unsur kekeluargaan dan persahabatan. sesuai untuk disiarkan untuk jajaran bulan ramadan. Cuma, perlakuan sumbang maharam sehingga melahirkan anak diluar nikah sehingga boleh diterima oleh masyarakat itu akan menjadi isu dan stigma kpd cerita ini. boleh ditambah baik pada plot ini. Di Sokong....",07/07/2022 11:37:18
151,,717,,952,Tidak,0,0,0,0,0,0,0,0,0,0,-Tidak menepati need statement kerana latar cerita tidak untuk drama urban style sebgaimana dikehendaki oleh saluran TV okey (DBK360-1),07/07/2022 11:50:24
152,,717,,980,Ya,9,9,9,9,8,8,8,9,8,9,"Penceritaan penuh dengan nilai - nilai kemasyarakatan, pengorbanan. Sesuai untuk tontonan bulan ramdahan. Namun tajuk kurang sesuai. Kod rancangan juga tidak menepati . Disyorkan ",07/07/2022 11:52:13
153,,717,,935,Tidak,5,6,5,6,5,5,5,5,5,5,Tidak memenuhi keperluan DBK360-1,07/07/2022 11:52:33
154,,759,,935,Ya,7,8,7,8,7,7,7,7,7,7,Storyline perlu dikemaskan supaya memiliki plot yang berkesan dan tidak meleret hingga ke penghujung episod.,07/07/2022 12:08:34
155,,759,,980,Ya,8,8,9,9,8,8,8,9,9,9,Disyorkan untuk penambahbaikan dari segi latar tempat dan watak perwatakan. mempunyai mesej yang jelas dan nilai kekeluargaan. plot dan Sub plot ada cuma tiada impak yang menarik untuk menarik penonton untuk terus mengarap cerita sekadar mengikuti sahaja. boleh ditambah baik.,07/07/2022 12:08:41
156,,759,,952,Ya,9,9,9,9,8,8,8,8,8,8,"- Premis cerita menarik namun perlu ditambah baik plotnya agar lebih menarik.  Storyline dicadangkan tidak berkonsepkan linear story.
- ada cadangan lokasi 10% di mekah dan 10%di london.",07/07/2022 12:09:11
157,,573,,935,Ya,9,8,8,8,8,8,8,8,8,8,Tema yang menarik namun perlu diimbangkan elemen permusuhan dan perbalahan dengan pengajaran agar ia bersesuaian ditayangkan pada bulan Ramadan.,07/07/2022 12:24:10
158,,573,,980,Ya,9,9,9,10,9,10,9,10,9,9,"Menarik, terutama melibatkan dialek masyarakat tempatan. plot dan sub plot jelas. watak Perwatakan juga jelas dan mempunyai nilai kekeluargaan dan kasih sayang, individu dan masyarakat sekeliling. Ada nilai komedi dan pengajaran. Mampu menarik minat penonton. Namun latar cerita perlu disesuaikan dengan team bulan ramadan. Disyorkan dan disokong.",07/07/2022 12:24:55
159,,573,,952,Ya,9,9,9,9,9,8,9,8,8,9,"- cerita, struktur, konflik dan plot jelas taetapi masih boleh ditambah baik untuk dikuatkan lagi.
- genre semi komedi
-idea penulis membawakan cerita tema islamik dalam genre semi komedi sesuai dengan need statement saluran TV2 (DBK260-1)",07/07/2022 12:25:03
160,,746,,952,Ya,7,7,7,7,6,6,7,6,6,6,"- cerita, struktur, konflik dan plot tidak kuat untuk sustain sebagai drama 30 episod x 60 minit.
- naskah klise.",07/07/2022 12:40:04
161,,746,,935,Ya,8,7,7,8,7,6,7,8,7,7,Kisah kekeluargaan yang sudah kerap ditampilkan dan memerlukan plot penceritaan yang lebih berkesan agar kisah yang dipaparkan tidak mendatar.,07/07/2022 12:42:33
162,,746,,980,Ya,8,8,8,9,8,8,8,8,8,8,"Cliche pada dasarnya, dan agak berat. tapi sarat dengan pengajaran. Plot dan Sub plot jalan penceritaan terlampau banyak dan perkembangan cerita terlalu banyak nak diceritakan dengan impak masalah kekeluargaan. Perlu tengok kesesuaian masalah keluarga yang ingin diperjelaskan dan diperbetulkan. Sesuai untuk siaran ramadan sekiranya ianya mampu digarap dan di olah dengan baik",07/07/2022 12:43:19
163,,780,,935,Ya,9,9,8,9,8,9,9,9,8,8,Memiliki jalan cerita dan konsep penceritaan yang menarik dan mengungkap nilai kemanusiaan dan kerohanian yang bersesuaian untuk tayangan sempena Ramadan ,07/07/2022 13:06:19
164,,780,,980,Ya,9,9,9,9,9,9,9,9,9,9,"Menarik. berkonsepkan ""Drama Komedi"" atau ""Black komedi"".  Mempunyai ""driven creators"" hampir sempurna. polt dan Subt jelas dan terarah kepada masalah yang dihadapi dan cuba diselesaikan oleh watak dan perwatakan yang dibawa. Cuma, ayat untuk menyempurnakan masalah ""Kemaafan"" untuk jaminan ke syurga adalah bukanlah satu jaminan yang pasti dan hak kita menentukan untuk kesana...
Disokong dan disyorkan. ",07/07/2022 13:06:22
165,,780,,952,Ya,9,9,9,9,9,9,9,9,9,9,"- premis cerita menarik tentang  perjalanan billionair jahat mencari kemaafan setelah sedar semakin hampir pada  hari kematiannya.
- cerita, struktur, konflik dan plot menarik dan jelas serta ada kekuatan untuk sebuah drama bersiri 30 episod x 60 minit.
- genre dramadi(dramaedy)",07/07/2022 13:06:29
166,,712,,952,Ya,6,6,6,6,6,6,6,6,6,6,"- struktur,Konflik dan plot cerita  tidak jelas dan tidak menyakinkan untuk menghasilkan sebuah drama yang baik untuk terbitan 30 episod x 60 minit bagi tema drama khas ramadan.
- sebuah naskah yang klise .
",07/07/2022 13:24:04
167,,712,,935,Ya,8,8,8,9,8,8,9,8,8,8,Memiliki storyline dan konsep penceritaan yang menarik di samping memaparkan elemen budaya dan cara hidup masyarakat nelayan serta kerohanian,07/07/2022 13:26:24
168,,712,,980,Ya,7,8,8,8,8,7,7,8,8,8,Cerita sambungan daripada telemovie yang pernah dibuat. Garapan watak perwatakan perlu ditambah baik. Plot terlalu banyak nak ditonjolkan dan sub plot juga perlu sesuai dgn garapan cerita. Agak cliche pada klimaks dan perlu ditambah baik konflik yang sesuai dan penonton teruja untuk babak - babak seterusnya. Disyorkan untuk penambaikan episodik bagi mewujudkan nilai komersial bagi sesebuah jalan cerita.,07/07/2022 13:28:51
169,,820,,948,Ya,7,6,7,5,6,5,7,5,6,5,"Perlu ada elemen out of the box, surprise & x terlampau cliche ( biasa ada dlm drama melayu)",07/07/2022 09:30:03
170,,820,,966,Ya,7,7,8,8,7,7,7,6,6,5,Bahagia dalam Perpisahan merupakan drama bersiri khas Ramadan yang agak cliche dan watak dan perwatakan yang kurang menarik. ,07/07/2022 09:30:26
171,,820,,986,Ya,8,7,8,8,8,7,8,7,7,7,Pembentangan Drama yang jelas dan ada konflik dan juga turut ada sub-sub plot yang baik namun untuk 30 episod Drama mungkin akan menjadi 'draggy'. Barisan pelakon tudaj ditetapkan namun akan memilih ke watak aliran tersebut.,07/07/2022 09:31:42
172,,855,,948,Ya,7,7,7,6,6,6,5,6,6,5,elakkan unsur cliche yang biasa ada dalam drama melayu...lebihkan kepada mesej yang bijak walaupun genre komedi,07/07/2022 09:48:55
173,,855,,966,Ya,8,8,8,8,8,8,8,7,7,6,"Puasa Rumah Emak merupakan drama bersiri Khas Ramadan bergenre komedi yang memaparkan konflik perkahwinan campur dan kekeluargaan, watak dan perwatakan yang menarik dan plot yang baik.",07/07/2022 09:50:28
174,,855,,986,Ya,6,6,6,5,6,6,5,5,5,4,Pengisian Drama kelihatan biasa sahaja dan cliche. Juga kelihatan draggy dan tiada touch 'Out of the Box' feel.,07/07/2022 09:50:43
175,,920,,948,Ya,7,8,6,7,6,7,6,6,7,8,Pastikan fakta dari segi perubatan adalah tepat & skrip serta prop yang digunakan mendapat nasihat daripada pakar berkaitan,07/07/2022 10:03:57
176,,920,,986,Ya,6,6,7,6,6,6,6,6,6,5,Penceritaan Drama yang ada konflik namun sub plot kurang  dan juga kelihatan 'cliche'. Drama kelihatan kurang ada daya tarikah audiens. ,07/07/2022 10:05:07
177,,896,,966,Ya,8,8,8,8,8,8,8,8,8,8,"Mencari Ibrah Ramadan mempunyai plot dan sub plot yang menarik, konflik anak-anak angkat yang jarang dipaparkan boleh menjadi pengajaran kepada masyarakat tentang kisah pertalian keluarga yang kuat. Menarik untuk tontonan",07/07/2022 10:24:43
178,,896,,948,Ya,7,7,6,7,6,7,6,6,6,6,kurangkan elemen cliche..lebihkan kepada elemen dramatik keluarga abang adik ibu bapa,07/07/2022 10:25:04
179,,896,,986,Ya,9,9,9,9,9,9,9,8,9,8,Pembentangan Idea Drama yang ada main konflik yang ada twist yang menarik. Juga ada sub-sub plot yang baik dan drama kelihatan menarik.,07/07/2022 10:25:13
180,,1074,,948,Ya,4,4,4,5,5,3,4,4,3,5,mesej agak kurang jelas & objektif samar2,07/07/2022 10:46:11
181,,1074,,966,Ya,6,5,7,7,6,6,6,5,6,5,"Subject matter, objektif, penceritaan dan jalan cerita yang kurang jelas dan cliche",07/07/2022 10:46:39
182,,1007,,948,Ya,4,3,5,2,3,2,5,5,3,2,kurang WOW faktor & tidak jelas isu yang diketengahkan,07/07/2022 11:04:24
183,,1007,,966,Ya,8,8,8,8,7,7,8,7,8,6,"Poligami jarang dipertontonkan. Penceritaan, watak dan perwatakan yang menarik dan baik. Akan menjadi pengajaran buat para penonton bahawa poligami itu tidak salah.",07/07/2022 11:04:51
184,,1007,,986,Ya,8,8,8,9,8,8,8,8,8,7,Idea drama elemen Poligami kelihatan unik dan menarik. Ada kelainan dan perlu diperkukuh sekiranya berjaya .Cadangan barisan pelakon  juga baik dan perlu kepastian mendapatkan mereka sekiranya diterima.,07/07/2022 11:06:15
185,,1151,,948,Ya,6,6,6,7,8,7,5,6,7,6,"boleh dikembangkan subplot di kawasan hutan, misteri & semangat setiakawan",07/07/2022 11:25:33
186,,1151,,966,Ya,8,8,8,8,8,7,7,7,8,6,"Kisah 4 sahabat yang merungkai kisah kematian rakan 11 tahun lalu. Treatment yang menarik, masa kini dan masa lalu secara flashback, watak dan perwatakan yang menarik. ",07/07/2022 11:26:05
187,,1151,,986,Ya,8,9,9,9,8,9,9,8,9,9,Idea dan tema Drama kelihatan menarik.. Struktur cerita yang baik yang boleh berkembang. Setting di Cameron Highlands kelihatan menarik.  Mampu menarik mihat audiens.,07/07/2022 11:26:57
188,,1233,,948,Ya,6,7,7,8,5,5,8,5,7,5,tiada watak antagonis yang kuat untuk cipta konflik...drama 30 episod perlukan character development yang baik ,07/07/2022 11:41:05
189,,1233,,986,Ya,6,6,6,6,6,6,5,6,5,5,Idea Drama yang biasa sahaja dan tiada kelainan serta tiada 'umph'. Drama ini tidak mampu menarik minat audiens,07/07/2022 11:41:20
190,,1233,,966,Ya,7,8,8,8,6,7,8,7,7,6,"Doa ibu tonggak utama. Kisah kekeluargaan yang biasa, konflik yang biasa berlaku di dalam keluarga. ",07/07/2022 11:41:44
191,,49,,948,Ya,7,6,6,6,7,6,5,8,7,6,"perlu kajian & penyelidikan mengenai sistem perundangan & agama, jangan sentuh sensitiviti",07/07/2022 12:19:07
192,,49,,966,Ya,8,8,8,8,8,8,8,8,8,5,Drama bersiri musim kedua. Mengekalkan watak dan perwatakan yang sedia ada dengan penambahan watak yang abaharu. Lokasi luar negara di London. Menarik untuk tontonan.,07/07/2022 12:22:01
193,,49,,986,Ya,8,9,9,9,9,8,9,9,9,8,Plot dan sub-sub plot yang baik dan menarik. Penjelasan Drama yang baik. Romantik komidi yang baik. 30 peratus shooting di London kelihatan menggalakkan.,07/07/2022 12:23:49
194,,1331,,966,Ya,8,8,8,8,7,8,8,7,8,6,Adaptasi novel yang telah mendapat kebenaran penulis asal. Komedi ringan dan santai yang menarik untuk tontonan.,07/07/2022 12:41:16
195,,1331,,986,Ya,9,8,8,8,9,9,9,8,8,8,"Tema drama yang unik dan menari,  adaptasi dari sebual novel.Ada kelainan elemen dan paparan watak-watak yang menarik. ",07/07/2022 12:42:49
196,,1331,,948,Ya,6,6,6,5,6,5,5,6,6,5,jalan cerita ringan & biasa..cadangan tambahkan lebih banyak konflik & twist plot,07/07/2022 12:43:00
197,,920,,966,Ya,7,7,7,7,7,7,7,6,7,5,Penceritaan dan konflik yang cliche. ,07/07/2022 12:44:11
198,,1074,,986,Ya,8,9,9,7,7,7,6,7,7,6,Idea drama yang baik namun penjelasan penceritaan yang  kurang jelas,07/07/2022 12:48:17
199,,1234,,948,Ya,7,7,7,6,6,7,7,8,6,6,perlu lebih tonjolkan elemen budaya - gambus & kehidupan masyarakat islam korea sambut ramadhan,07/07/2022 13:03:54
200,,1234,,986,Ya,8,9,8,9,9,9,9,8,9,8,Sebuah drama romantik komidi yang menarik dan ada unsur masyarakat muslim korea bagaimana menyambut ramadhan. Ada kelainan drama dan Syarikat mengatakan shooting  20 peratus akan dibuat di Korea.,07/07/2022 13:04:57
201,,1234,,966,Ya,8,8,8,8,8,8,8,8,8,6,"Budak-Budak PHD merupakan sebuah karya melibatkan golongan Universiti dan memaparkan dua kebudayaan iaitu budaya Melayu Malaysia dan Korea. mempunyai nilai tambah lokasi penggambaran di Pulau Nami, Korea. Watak dan perwatakan yang menarik dan komedi. ",07/07/2022 13:04:59
202,,350,,948,Ya,7,7,7,6,6,6,7,5,7,5,perlu menonjolkan sisi baik islam & tidak menyentuh sensitiviti agama lain,07/07/2022 13:19:56
203,,350,,986,Ya,7,7,7,6,6,6,6,6,5,5,Sebuah drama yang kelihatan biasa dan mungkin ada sensitiviti agama.  Fokus lebih kepada satu watak utama dan kurang konflik dan sub plot.,07/07/2022 13:20:56
204,,350,,966,Ya,8,8,8,8,7,8,8,7,8,5,Watak dan perwatakan yang bersesuaian dan jalan cerita yang menarik tetapi perlu jaga sensitiviti agama.,07/07/2022 13:21:22
205,,361,,948,Ya,6,6,6,7,6,7,6,6,5,6,Perlu tonjolkan unsur keunikan & keistimewaan budaya penduduk setempat,07/07/2022 13:35:59
206,,361,,966,Ya,8,8,8,8,7,7,8,7,8,5,"Penceritaan yang menarik, watak dan perwatakan yang bersesuaian dengan plot, menumpukan lokasi di Tawau. Menekankan konsep perpaduan dan cara warga tempatan di Tawau menyambut bulan Ramadan. Dikembangkan dengan konsep Keluarga Malaysia.",07/07/2022 13:38:07
207,,361,,986,Ya,9,9,8,9,8,9,9,8,8,8,Drama yang ada elemen kelainan. Ada konflik cerita dan sub plot yang menarik. Cadangan barisan pelakon baik . Drama ini juga da elemen konsep perpaduan.,07/07/2022 13:38:18
208,,1290,,966,Ya,8,8,8,8,8,8,8,7,7,5,Melodrama yang mempunyai konfliks dan twist berat.Watak dan perwatakan yang menarik. Kisah percintaan dan kekeluargaan yang mendidik para penonton. ,07/07/2022 13:53:12
209,,1290,,986,Ya,8,8,8,8,8,8,8,8,8,8,Drama yang ada konflik twist and turn dan ada elemen kelainan. Turut ada penonjolan watak -watak yang pelbagai dan boleh menjadi menarik.,07/07/2022 13:53:24
210,,1290,,948,Ya,6,6,6,5,6,5,6,5,5,5,perlu mesej sampai kepada penonton walaupun banyak subplot & twist (jangan terlalu caca marba),07/07/2022 13:54:19
